,x0_train,x1_train,x2_train,y0_train,y1_train,y2_train
0,-1.7285901631375227,-1.7285901631375227,-1.7285901631375227,0.4678661496654056,0.18247930317275007,0.1574282388794041
1,-1.7216619460507994,-1.7216619460507994,-1.7216619460507994,0.31399124221334446,-0.10756428369657925,0.18094114160551344
2,-1.7147337289640758,-1.7147337289640758,-1.7147337289640758,0.3127916981016475,-0.009579988280867993,0.12428385244305509
3,-1.707805511877352,-1.707805511877352,-1.707805511877352,0.1272638350976656,-0.013361541195814813,-0.051298893069639515
4,-1.7008772947906285,-1.7008772947906285,-1.7008772947906285,0.11441852812162698,-0.11149252423889418,-0.018654106752048233
5,-1.693949077703905,-1.693949077703905,-1.693949077703905,-0.015690103926796276,-0.1684927097814034,-0.2675444660946549
6,-1.6870208606171817,-1.6870208606171817,-1.6870208606171817,-0.07142682913052226,-0.36027596882173396,-0.28275150053093434
7,-1.680092643530458,-1.680092643530458,-1.680092643530458,-0.2748688399459804,-0.3435634339512399,-0.4856746277399845
8,-1.6731644264437344,-1.6731644264437344,-1.6731644264437344,-0.35990217449130646,-0.5873046983100949,-0.5537550697544855
9,-1.6662362093570109,-1.6662362093570109,-1.6662362093570109,-0.7227006636366946,-0.879580036040406,-0.939217244296708
10,-1.6593079922702876,-1.6593079922702876,-1.6593079922702876,-0.9164236701873287,-0.9166492296371882,-1.104962285052163
11,-1.6523797751835636,-1.6523797751835636,-1.6523797751835636,-0.9911641112388354,-1.1357997895693457,-1.1517689221810736
12,-1.6454515580968403,-1.6454515580968403,-1.6454515580968403,-1.2251025580781214,-1.1376601130861475,-1.2996581458354004
13,-1.6385233410101168,-1.6385233410101168,-1.6385233410101168,-1.1952289631291975,-1.2705640093723873,-1.361597055777622
14,-1.6315951239233932,-1.6315951239233932,-1.6315951239233932,-1.0120708466118804,-1.4168371226806888,-1.387848867113492
15,-1.6246669068366695,-1.6246669068366695,-1.6246669068366695,-1.0528696569920406,-1.325265112775461,-1.2605765901200623
16,-1.6177386897499462,-1.6177386897499462,-1.6177386897499462,-0.9371466563240178,-1.3008325456052352,-1.3144332029613888
17,-1.6108104726632226,-1.6108104726632226,-1.6108104726632226,-0.813732369217298,-1.2234230398864503,-1.0747244971517924
18,-1.603882255576499,-1.603882255576499,-1.603882255576499,-0.6870095621665164,-1.035482907047089,-0.9921036132765966
19,-1.5969540384897754,-1.5969540384897754,-1.5969540384897754,-0.7928039696784851,-0.9599215795783443,-1.024552160726635
20,-1.5900258214030518,-1.5900258214030518,-1.5900258214030518,-0.8843767439905033,-1.0957100863050784,-0.9508411081185393
21,-1.5830976043163285,-1.5830976043163285,-1.5830976043163285,-0.8335693633624442,-1.1316886766078897,-0.9938916284967424
22,-1.576169387229605,-1.576169387229605,-1.576169387229605,-1.0741414289241766,-1.1354563015044266,-1.1056245910551235
23,-1.5692411701428812,-1.5692411701428812,-1.5692411701428812,-0.9785560624632702,-1.251146123753202,-1.0071408582609547
24,-1.5623129530561577,-1.5623129530561577,-1.5623129530561577,-1.074706608521003,-1.2877550591679547,-1.0651910513006644
25,-1.5553847359694344,-1.5553847359694344,-1.5553847359694344,-0.980782244155976,-1.2251582323282115,-1.4538369363041115
26,-1.5484565188827109,-1.5484565188827109,-1.5484565188827109,-0.9520222448119913,-1.1180039715540164,-1.2255544069819129
27,-1.541528301795987,-1.541528301795987,-1.541528301795987,-0.8648289959582733,-1.2372266327074977,-1.0485256057352241
28,-1.5346000847092636,-1.5346000847092636,-1.5346000847092636,-1.017213583546609,-1.1033032911162248,-1.3581447325246558
29,-1.52767186762254,-1.52767186762254,-1.52767186762254,-0.8659878771375966,-1.1568058160715455,-1.2431383187898684
30,-1.5207436505358167,-1.5207436505358167,-1.5207436505358167,-0.955835895144443,-1.002115977727717,-1.236620378106134
31,-1.513815433449093,-1.513815433449093,-1.513815433449093,-0.6839949801590589,-1.2123629623218224,-1.1404380809936456
32,-1.5068872163623694,-1.5068872163623694,-1.5068872163623694,-0.9185223912237183,-1.198189133957837,-1.2458473116853548
33,-1.499958999275646,-1.499958999275646,-1.499958999275646,-0.8039106614836282,-1.1547815582039833,-1.0465161695187466
34,-1.4930307821889226,-1.4930307821889226,-1.4930307821889226,-0.7860355817986705,-0.9377211527065821,-1.2764156395500452
35,-1.4861025651021986,-1.4861025651021986,-1.4861025651021986,-0.705750150621248,-0.9251418801890896,-1.0217680054366418
36,-1.4791743480154753,-1.4791743480154753,-1.4791743480154753,-0.5136892038531873,-0.8074351487703566,-1.06140438903939
37,-1.4722461309287518,-1.4722461309287518,-1.4722461309287518,-0.6732910898613322,-0.9283337647455453,-0.8539685444285148
38,-1.4653179138420283,-1.4653179138420283,-1.4653179138420283,-0.5062453969359337,-0.7130614764028242,-0.7985263872277446
39,-1.4583896967553047,-1.4583896967553047,-1.4583896967553047,-0.5668038091120952,-0.8017832784821073,-0.8572236288809221
40,-1.4514614796685812,-1.4514614796685812,-1.4514614796685812,-0.5070280958604962,-0.7704754936163423,-0.8254933700930512
41,-1.4445332625818577,-1.4445332625818577,-1.4445332625818577,-0.4908750770373098,-0.7617774675609785,-0.7031759050882276
42,-1.4376050454951341,-1.4376050454951341,-1.4376050454951341,-0.5598130048991188,-0.7333963233104686,-0.7793251031634241
43,-1.4306768284084106,-1.4306768284084106,-1.4306768284084106,-0.24897223230752408,-0.6203061316613356,-0.8353772561474649
44,-1.4237486113216868,-1.4237486113216868,-1.4237486113216868,-0.5526365383408828,-0.5814177688329698,-0.5684891503294585
45,-1.4168203942349635,-1.4168203942349635,-1.4168203942349635,-0.5068950590313446,-0.40800753223043995,-0.8377034785122994
46,-1.40989217714824,-1.40989217714824,-1.40989217714824,-0.2581962551257086,-0.34722963203688917,-0.5967464011884787
47,-1.4029639600615165,-1.4029639600615165,-1.4029639600615165,-0.30287353135210016,-0.15915223309751247,-0.5305292686638139
48,-1.3960357429747927,-1.3960357429747927,-1.3960357429747927,-0.0908969648340898,-0.33489356949056837,-0.27281020775238124
49,-1.3891075258880694,-1.3891075258880694,-1.3891075258880694,-0.18344489770607988,-0.16127243330295826,-0.3315573816517595
50,-1.3821793088013459,-1.3821793088013459,-1.3821793088013459,-0.10753462005721957,-0.008962829273808468,-0.2806063682537312
51,-1.3752510917146221,-1.3752510917146221,-1.3752510917146221,-0.25843957699996484,-0.05062128534381555,-0.2632932067336164
52,-1.3683228746278988,-1.3683228746278988,-1.3683228746278988,-0.21440819406220052,0.1655184066642104,-0.17535910682551528
53,-1.361394657541175,-1.361394657541175,-1.361394657541175,-0.014486045883931375,0.10426334498685302,-0.21421156014879264
54,-1.3544664404544517,-1.3544664404544517,-1.3544664404544517,-0.07791963993586941,0.41784820563935116,-0.046930179586776526
55,-1.347538223367728,-1.347538223367728,-1.347538223367728,0.009148648464840245,0.5122882678578149,0.11376857649689132
56,-1.3406100062810045,-1.3406100062810045,-1.3406100062810045,-0.24067376771111892,0.6242388717787166,-0.13716367095356558
57,-1.333681789194281,-1.333681789194281,-0.9872709348581041,-0.08399526398890354,0.6388296234281643,1.1134958800146846
58,-1.3267535721075576,-1.3267535721075576,-0.9803427177713805,-0.2291215191716584,0.8066775799470967,0.9828514248168819
59,-1.319825355020834,-1.319825355020834,-0.973414500684657,-0.11327342690764386,0.7992053191396679,1.0845221130544753
