,x0_train,x1_train,x2_train,y0_train,y1_train,y2_train
0,-1.7285901631375227,-1.7285901631375227,-1.7285901631375227,-1.0169029841328738,-0.3578443084986077,-0.20986314443442278
1,-1.7216619460507994,-1.7216619460507994,-1.7216619460507994,-1.026380083684372,-0.18136847229448178,-0.12812290729663706
2,-1.7147337289640758,-1.7147337289640758,-1.7147337289640758,-1.1563001503631474,-0.1386808193393404,-0.245112866441348
3,-1.707805511877352,-1.707805511877352,-1.707805511877352,-0.968396726102535,-0.3022524345630397,-0.22363044842637958
4,-1.7008772947906285,-1.7008772947906285,-1.7008772947906285,-1.1291504455830832,-0.3796967951099953,-0.1593648431423824
5,-1.693949077703905,-1.693949077703905,-1.693949077703905,-1.0007312201327248,-0.18011674150903217,0.1191749067675316
6,-1.6870208606171817,-1.6870208606171817,-1.6870208606171817,-0.9120000267521676,-0.21284181767486332,0.06545823210869736
7,-1.680092643530458,-1.680092643530458,-1.680092643530458,-0.5973930930379379,0.0032447957555987034,0.11276470240548465
8,-1.6731644264437344,-1.6731644264437344,-1.6731644264437344,-0.5896779168947852,0.010496832916284626,0.30294154400175205
9,-1.6662362093570109,-1.6662362093570109,-1.6662362093570109,-0.5678701641909192,0.04802586870737904,0.636972143830869
10,-1.6593079922702876,-1.6593079922702876,-1.6593079922702876,-0.29481902360955115,0.22022825213631791,0.6927897281277007
11,-1.6523797751835636,-1.6523797751835636,-1.6523797751835636,-0.3068057732941724,0.4142498374627408,1.099117118898178
12,-1.6454515580968403,-1.6454515580968403,-1.6454515580968403,-0.024304108678750734,0.35312846222566513,1.057945054762607
13,-1.6385233410101168,-1.6385233410101168,-1.6385233410101168,0.13479962731600995,0.591911283174866,1.2491078947113656
14,-1.6315951239233932,-1.6315951239233932,-1.6315951239233932,0.39403203266612974,0.704808182863937,1.059501660381441
15,-1.6246669068366695,-1.6246669068366695,-1.6246669068366695,0.6464358669185124,0.8246353437995183,1.0361260936737042
16,-1.6177386897499462,-1.6177386897499462,-1.6177386897499462,0.6489788759688695,0.9090332871718564,0.8797107757290156
17,-1.6108104726632226,-1.6108104726632226,-1.6108104726632226,0.6813765216875725,1.0987751250535351,0.7819467772578275
18,-1.603882255576499,-1.603882255576499,-1.603882255576499,0.5770955007748175,0.9562451355612471,0.7503409439071766
19,-1.5969540384897754,-1.5969540384897754,-1.5969540384897754,0.9044231212620175,1.1210726477653499,0.7261851413882321
20,-1.5900258214030518,-1.5900258214030518,-1.5900258214030518,1.058805152301038,0.9943938857940153,0.562016492488586
21,-1.5830976043163285,-1.5830976043163285,-1.5830976043163285,0.6629929569470251,1.0130913740351728,0.6284026454504381
22,-1.576169387229605,-1.576169387229605,-1.576169387229605,0.5758681948485812,0.9328317237978434,0.63342587209186
23,-1.5692411701428812,-1.5692411701428812,-1.5692411701428812,0.4930161071366838,0.7486503395672268,0.8017294067829543
24,-1.5623129530561577,-1.5623129530561577,-1.5623129530561577,0.29188045452791245,0.9204840036399607,0.524185725241781
25,-1.5553847359694344,-1.5553847359694344,-1.5553847359694344,0.40251272706026486,0.9239119863912925,0.42103814408845286
26,-1.5484565188827109,-1.5484565188827109,-1.5484565188827109,0.5708451825390752,0.9222800878839872,0.4522205515077822
27,-1.541528301795987,-1.541528301795987,-1.541528301795987,0.35504332622020623,0.7485986747164115,0.49723501451727214
28,-1.5346000847092636,-1.5346000847092636,-1.5346000847092636,0.23955127714484226,0.6983897655772514,0.558452620665785
29,-1.52767186762254,-1.52767186762254,-1.52767186762254,0.3302237200313973,0.672558227358228,0.5779002034775769
30,-1.5207436505358167,-1.5207436505358167,-1.5207436505358167,0.36196019042302546,0.4958128339350665,0.37421519499771677
31,-1.513815433449093,-1.513815433449093,-1.513815433449093,0.39810773798536137,0.4065751788444488,0.4177694309488544
32,-1.5068872163623694,-1.5068872163623694,-1.5068872163623694,0.5397399944248935,0.9472085202590379,0.5907804262139962
33,-1.499958999275646,-1.499958999275646,-1.499958999275646,0.46842869540985516,0.8473976779238676,0.6140972252772567
34,-1.4930307821889226,-1.4930307821889226,-1.4930307821889226,0.47643789708079864,0.862622292720312,0.7362746139631153
35,-1.4861025651021986,-1.4861025651021986,-1.4861025651021986,0.6394123426539456,0.7108139157881292,0.614874131018708
36,-1.4791743480154753,-1.4791743480154753,-1.4791743480154753,0.557816790809313,0.7452372890556742,0.7045921389204698
37,-1.4722461309287518,-1.4722461309287518,-1.4722461309287518,0.6658982028637849,0.932720358549967,0.7822678128562779
38,-1.4653179138420283,-1.4653179138420283,-1.4653179138420283,0.6902137949989577,0.8104422730828723,0.9881074284200941
39,-1.4583896967553047,-1.4583896967553047,-1.4583896967553047,0.6520452339343017,1.0223709464310478,0.9291656348021453
40,-1.4514614796685812,-1.4514614796685812,-1.4514614796685812,0.7659525562825555,1.0252858166094945,0.7973565878414353
41,-1.4445332625818577,-1.4445332625818577,-1.4445332625818577,0.5965452150717686,0.81232072690074,0.7690613122705321
42,-1.4376050454951341,-1.4376050454951341,-1.4376050454951341,0.6531258053144647,0.8524337342087864,0.7410173661512289
43,-1.4306768284084106,-1.4306768284084106,-1.4306768284084106,0.38674685298443834,0.8462073664079083,0.5501193021457293
44,-1.4237486113216868,-1.4237486113216868,-1.4237486113216868,0.589960460660246,0.7725041051130066,0.48348831238975465
45,-1.4168203942349635,-1.4168203942349635,-1.4168203942349635,0.27677754362433826,0.8237387693066063,0.4198351879506512
46,-1.40989217714824,-1.40989217714824,-1.063481322812063,0.35018028690775926,0.7579156645397237,0.44165102817542873
47,-1.4029639600615165,-1.4029639600615165,-1.0565531057253392,0.3527479788657471,0.7282638676169954,0.15359554045433443
48,-1.3960357429747927,-1.3960357429747927,-1.049624888638616,0.3190595110425155,0.5303211097806216,0.03518780280634276
49,-1.3891075258880694,-1.3891075258880694,-1.0426966715518924,0.14523776254988116,0.389182225717927,-0.033480904927947794
50,-1.3821793088013459,-1.3821793088013459,-1.0357684544651689,0.06472805208575755,0.5556154366097215,-0.3696476956494029
51,-1.3752510917146221,-1.3752510917146221,-1.028840237378445,-0.021638406112038017,0.23031717009385289,-0.8292584272311683
52,-1.3683228746278988,-1.3683228746278988,-1.0219120202917218,0.019953075916348338,-0.03467281385073678,-1.1025485530287078
53,-1.361394657541175,-1.361394657541175,-1.0149838032049983,0.30131298678292245,0.12413522894376978,-1.561888096819358
54,-1.3544664404544517,-1.3544664404544517,-1.0080555861182747,0.15897800844232862,0.2881594608460474,-2.0028842280360237
55,-1.347538223367728,-1.347538223367728,-1.0011273690315512,-0.004195506774842067,0.19114779766765794,-1.7904218790096778
56,-1.3406100062810045,-1.3406100062810045,-0.9941991519448276,0.15514838064386477,-0.041781402894685106,-1.7620617062347061
57,-1.333681789194281,-1.333681789194281,-0.9872709348581041,0.2567849149175323,0.011037791782473445,-1.5651833717252952
58,-1.3267535721075576,-1.3267535721075576,-0.9803427177713805,0.31721314309010684,0.005417365876582592,-1.4164656691901922
59,-1.319825355020834,-1.319825355020834,-0.973414500684657,0.5273467557423194,0.059538450358499764,-1.14115744889021
60,-1.3128971379341103,-1.3128971379341103,-0.9664862835979334,0.6240479894781014,0.25320805591741635,-1.0025127885951248
61,-1.3059689208473868,-1.3059689208473868,-0.9595580665112099,0.639498659747465,0.45329710654869304,-0.7675198499037601
62,-1.2990407037606633,-1.2990407037606633,-0.9526298494244863,0.5333963112077977,0.5037272827977817,-0.7237290383117285
63,-1.29211248667394,-1.29211248667394,-0.9457016323377628,0.6998685280326008,0.4921167740817946,-0.5949699773993089
64,-1.2851842695872162,-1.2851842695872162,-0.9387734152510392,0.7698392251033407,0.5805322404652351,-0.37655585883970005
