,x_train,y_train
0,-1.7285901631375225,-0.35080056043553287
1,-1.721661946050799,-0.28593426346138884
2,-1.7147337289640756,-0.35135700060022856
3,-1.7078055118773519,-0.3301933208914462
4,-1.7008772947906283,-0.619238481396914
5,-1.6939490777039048,-0.8239918544606624
6,-1.6870208606171813,-0.9939192035397942
7,-1.6800926435304577,-1.4052767951531844
8,-1.6731644264437342,-1.6182237359447316
9,-1.6662362093570107,-1.728632009535172
10,-1.659307992270287,-1.7784846004426182
11,-1.6523797751835636,-1.735796360451681
12,-1.64545155809684,-1.7100110421510852
13,-1.6385233410101163,-1.808934918737739
14,-1.631595123923393,-1.7040797731070754
15,-1.6246669068366695,-1.6849342642214233
16,-1.617738689749946,-1.6922265723153902
17,-1.6108104726632224,-1.5797270529453316
18,-1.6038822555764989,-1.60335780052468
19,-1.5969540384897751,-1.5826955808922625
20,-1.5900258214030518,-1.5509880491888985
21,-1.583097604316328,-1.619646566445254
22,-1.5761693872296048,-1.4364204535315466
23,-1.5692411701428812,-1.3705206595345416
24,-1.5623129530561575,-1.497367560551135
25,-1.555384735969434,-1.2181815559634268
26,-1.5484565188827106,-1.3080232277166963
27,-1.5415283017959869,-1.1299282580624888
28,-1.5346000847092636,-1.307165338008234
29,-1.5276718676225398,-1.097392653054502
30,-1.5207436505358163,-0.9337772961042773
31,-1.513815433449093,-0.9386830423384107
32,-1.5068872163623692,-0.7836833392443073
33,-1.4999589992756457,-0.6270641121564581
34,-1.4930307821889224,-0.4556123385441429
35,-1.4861025651021986,-0.33892395146305176
36,-1.479174348015475,-0.21089221625465682
37,-1.4722461309287513,0.035644502685193556
38,-1.465317913842028,0.49232317945811593
39,-1.4583896967553045,0.5313845297623433
40,-1.451461479668581,0.7644155221807408
41,-1.4445332625818574,0.6931220161440326
42,-1.4376050454951337,0.9164083021530726
43,-1.4306768284084102,0.8264363712920549
44,-1.4237486113216868,0.7845070716724827
45,-1.416820394234963,0.734335018107636
46,-1.4098921771482398,0.7217642581858499
47,-1.4029639600615162,0.5273131286584992
48,-1.3960357429747925,0.49229466510622794
49,-1.3891075258880692,0.4013310890916136
50,-1.3821793088013457,0.15884715177830336
51,-1.375251091714622,0.09592890393031332
52,-1.3683228746278986,-0.03264785546443381
53,-1.3613946575411748,-0.3079771101824828
54,-1.3544664404544513,-0.2623649420196138
55,-1.347538223367728,-0.5056948594052013
56,-1.3406100062810042,-0.8109351168359455
57,-1.333681789194281,-0.8667225231968437
58,-1.3267535721075574,-1.150965810542204
59,-1.3198253550208336,-1.0989413809697797
60,-1.3128971379341101,-1.0459075743702362
61,-1.3059689208473866,-1.193352941570814
62,-1.299040703760663,-0.9901230578427208
63,-1.2921124866739397,-0.9393108955332732
64,-1.285184269587216,-0.6328429431235562
65,-1.2782560525004925,-0.3635086770370857
66,-1.2713278354137687,0.09253866249986646
67,-1.2643996183270454,0.5467354684779819
68,-1.2574714012403219,1.048653961794285
69,-1.2505431841535983,1.2527961116792365
70,-1.2436149670668748,1.4124898040916858
71,-1.2366867499801513,1.3929005319445837
72,-1.2297585328934275,1.5668391519805605
73,-1.2228303158067042,1.4007200107872164
74,-1.2159020987199807,1.3335754550018515
75,-1.2089738816332571,1.3289118285471204
76,-1.2020456645465336,1.3175890585151462
77,-1.1951174474598099,1.2578625550122864
78,-1.1881892303730865,1.225569324350721
79,-1.181261013286363,1.1700411948991947
80,-1.1743327961996395,1.144773753752663
81,-1.167404579112916,1.1077540924913702
82,-1.1604763620261924,1.1723685542312043
83,-1.1535481449394687,1.1826176795747418
84,-1.1466199278527451,0.9728650878110384
85,-1.1396917107660216,1.0702754576101732
86,-1.132763493679298,0.9808167791323085
87,-1.1258352765925748,1.110225260160207
88,-1.118907059505851,0.946322931441287
89,-1.1119788424191275,0.9612925920103204
90,-1.105050625332404,0.9082235357223222
91,-1.0981224082456804,0.8268787010747979
92,-1.0911941911589569,0.9310842389366765
93,-1.0842659740722334,0.832131964815049
94,-1.0773377569855098,0.962021821923256
95,-1.0704095398987863,0.8855349453007108
96,-1.0634813228120628,1.0162768966736986
97,-1.0565531057253392,1.0186058170656602
98,-1.0496248886386157,0.8547679286091157
99,-1.0426966715518922,0.8487048019568096
100,-1.0357684544651686,1.0425742779875518
101,-1.028840237378445,0.948619037212289
102,-1.0219120202917216,1.0601286243415406
103,-1.014983803204998,0.9396364462450701
104,-1.0080555861182745,0.808828559484694
105,-1.001127369031551,0.9886584699751587
106,-0.9941991519448273,0.840815287309002
107,-0.9872709348581038,0.949693293870394
108,-0.9803427177713804,0.9442285473432883
109,-0.9734145006846567,1.0525104422447238
110,-0.9664862835979332,0.9046481430146373
111,-0.9595580665112097,0.9545693813105625
112,-0.9526298494244861,1.0145111463607799
113,-0.9457016323377626,0.937811473392974
114,-0.9387734152510391,0.9934883129008357
115,-0.9318451981643154,0.8648271498797444
116,-0.924916981077592,1.0578240493460869
117,-0.9179887639908684,0.9994868349466522
118,-0.911060546904145,0.8679602088262186
119,-0.9041323298174213,0.8964804394548173
120,-0.8972041127306979,0.9427223580215329
121,-0.8902758956439744,0.9526917754461398
122,-0.8833476785572507,0.7875480230238581
123,-0.8764194614705272,0.8538491368763576
124,-0.8694912443838038,0.8684064953346681
125,-0.8625630272970802,0.811709172744771
126,-0.8556348102103567,0.8630816958066938
127,-0.8487065931236331,0.5765781100877669
128,-0.8417783760369096,0.6529832514496391
129,-0.834850158950186,0.6451636714501036
130,-0.8279219418634625,0.38362542086336976
131,-0.8209937247767389,0.3644069972956523
132,-0.8140655076900154,0.34114918143437956
133,-0.8071372906032919,0.36812434073301215
134,-0.8002090735165683,0.19782660115292233
135,-0.7932808564298447,-0.03216481913979284
136,-0.7863526393431213,-0.2915945543903802
137,-0.7794244222563976,-0.3768431153917622
138,-0.7724962051696741,-0.6413179251199879
139,-0.7655679880829506,-0.9243710668239388
140,-0.758639770996227,-1.3593636946888326
141,-0.7517115539095035,-1.4287112604616816
142,-0.74478333682278,-1.5439156106413487
143,-0.7378551197360563,-1.5519146110196336
144,-0.7309269026493329,-1.6227507153239447
145,-0.7239986855626093,-1.6447740831239361
146,-0.7170704684758857,-1.4836126460549577
147,-0.7101422513891622,-1.4237843594571975
148,-0.7032140343024387,-1.4819607580833645
149,-0.6962858172157151,-1.312135870450094
150,-0.6893576001289916,-1.256282683637154
151,-0.682429383042268,-1.129860956482014
152,-0.6755011659555445,-1.1204930512486089
153,-0.6685729488688211,-1.1036544200156653
154,-0.6616447317820976,-0.8740478560584543
155,-0.654716514695374,-0.9886284937526796
