,x_test,y_test
0,-1.0773377569855098,0.05662988386005259
1,-1.0704095398987863,-0.18362205210752697
2,-1.0634813228120628,-0.5716802990417604
3,-1.0565531057253392,-0.7563484903445852
4,-1.0496248886386157,-1.0032386990700715
5,-1.0426966715518922,-1.17647682856546
6,-1.0357684544651686,-1.2220730958554933
7,-1.028840237378445,-1.14278057378316
8,-1.0219120202917216,-1.1579001464950445
9,-1.014983803204998,-0.9174643312639523
10,-1.0080555861182745,-0.8746555475867266
11,-1.001127369031551,-0.7507919163458852
12,-0.9941991519448273,-0.5086772631417067
13,-0.9872709348581038,-0.39133928497474835
14,-0.9803427177713804,0.13416381816840134
15,-0.9734145006846567,0.36547602833664666
16,-0.9664862835979332,0.8377126431934538
17,-0.9595580665112097,1.2367699707162827
18,-0.9526298494244861,1.4556869746350911
19,-0.9457016323377626,1.5858607586183016
20,-0.9387734152510391,1.498950179640617
21,-0.9318451981643154,1.466277432332629
22,-0.924916981077592,1.284607591265739
23,-0.9179887639908684,1.2441447489559971
24,-0.911060546904145,1.2337587763907707
25,-0.9041323298174213,1.1458977507372141
26,-0.8972041127306979,0.9218520177909408
27,-0.8902758956439744,0.9485318289226341
28,-0.8833476785572507,0.6204274183457694
29,-0.8764194614705272,0.5075902967210595
30,-0.8694912443838038,0.1985363407559743
31,-0.8625630272970802,-0.0701622388214893
32,-0.8556348102103567,-0.5866181972130539
33,-0.8487065931236331,-1.1610669909000202
34,-0.8417783760369096,-1.2173735665846002
35,-0.834850158950186,-1.5832319902105831
36,-0.8279219418634625,-1.667886129175644
37,-0.8209937247767389,-1.5922118704913737
38,-0.8140655076900154,-1.588697687837605
39,-0.8071372906032919,-1.5359877952483805
40,-0.8002090735165683,-1.3962962157629584
41,-0.7932808564298447,-1.4191494186058295
42,-0.7863526393431213,-1.1906227332318222
43,-0.7794244222563976,-1.179781949615459
44,-0.7724962051696741,-1.0926255129762736
45,-0.7655679880829506,-1.1261652812335523
46,-0.758639770996227,-1.044525340296599
47,-0.7517115539095035,-0.7225941830139109
48,-0.74478333682278,-0.7002560333029486
49,-0.7378551197360563,-0.5203603822004402
