,x_test,y_test
0,0.980342717771381,1.702228214660604
1,0.9872709348581047,1.8847139791033611
2,0.9941991519448283,1.7901733853703516
3,1.0011273690315519,1.5158043048768086
4,1.0080555861182756,1.3862062491888216
5,1.0149838032049991,1.3243880827761958
6,1.021912020291723,1.1272985386477123
7,1.028840237378446,0.9040268148395988
8,1.0357684544651695,0.56114579090534
9,1.0426966715518933,0.4270403564663139
10,1.0496248886386168,0.29415188682816396
11,1.0565531057253403,-0.08186967797720383
12,1.063481322812064,-0.15529329282048834
13,1.0704095398987872,-0.11344812038162484
14,1.0773377569855107,-0.24278859393871713
15,1.0842659740722345,-0.49296119941094557
16,1.091194191158958,-0.754941659144576
17,1.0981224082456817,-0.6684412710389651
18,1.1050506253324053,-0.6406626352325419
19,1.1119788424191284,-0.7814411152146871
20,1.1189070595058521,-0.6778710411024622
21,1.1258352765925757,-0.7803664661350833
22,1.1327634936792994,-0.7194867579214591
23,1.139691710766023,-0.7663788211041322
24,1.1466199278527465,-0.8585914906765644
25,1.1535481449394698,-0.6520364565151545
26,1.1604763620261933,-0.6206529311045672
27,1.1674045791129164,-0.5601363979588488
28,1.1743327961996401,-0.7582733982368673
29,1.1812610132863637,-0.5427098001178796
30,1.1881892303730872,-0.6727579710534856
31,1.195117447459811,-0.825372027519921
32,1.2020456645465345,-0.6826184925668559
33,1.2089738816332583,-1.1202897895836472
34,1.2159020987199813,-0.8602574734438198
35,1.2228303158067049,-1.062002866615502
36,1.2297585328934286,-1.0960233342739814
37,1.2366867499801522,-1.000428349142276
38,1.2436149670668757,-1.327114477857943
39,1.2505431841535994,-1.368691471420646
40,1.2574714012403225,-1.5480380861452812
41,1.264399618327046,-1.6533341521035327
42,1.2713278354137698,-1.6673888631832363
43,1.2782560525004933,-1.7935266096226747
44,1.285184269587217,-1.896159464847653
45,1.2921124866739406,-1.9409453688344642
46,1.2990407037606637,-1.8853239706729923
47,1.3059689208473875,-1.9442166762320556
48,1.312897137934111,-1.8909728049565409
49,1.3198253550208348,-1.8516432868800183
